year,rank,track_name,artist_name,danceability,acousticness,energy,tempo,duration_ms
2015,4,Trap Queen,Fetty Wap,0.746,0.0244,0.873,148.075,222093
2015,5,Sugar,Maroon 5,0.68,0.0508,0.54,105,253627
2015,6,Shut Up and Dance,Walk the Moon,0.578,0.00701,0.866,128.038,199080
2015,7,Blank Space,Taylor Swift,0.76,0.103,0.703,95.997,231827
2015,8,Watch Me,Silentó,0.821,0.247,0.759,140.01,185143
2015,9,Earned It,The Weeknd,,,,,
2016,1,Love Yourself,Justin Bieber,0.609,0.835,0.378,100.418,233720
2016,3,One Dance,Drake and Wizkid and Kyla,0.792,0.00776,0.625,103.967,173987
2016,4,Work,Rihanna and Drake,0.725,0.0752,0.534,91.974,219320
2016,5,Stressed Out,Twenty One Pilots,0.734,0.0462,0.637,169.977,202333
2016,6,Panda,Desiigner,0.685,0.0292,0.731,145.245,247867
2016,7,Hello,Adele,0.481,0.336,0.451,157.966,295493
2016,8,Don't Let Me Down,The Chainsmokers and Daya,0.533,0.156,0.869,159.805,208373
2016,9,Can't Stop the Feeling!,Justin Timberlake,0.669,0.0106,0.832,113.035,237547
2016,10,Closer,The Chainsmokers and Halsey,,,,,
2017,1,Shape of You,Ed Sheeran,0.825,0.581,0.652,95.977,233713
2017,2,Despacito (Remix),Luis Fonsi and Daddy Yankee and Justin Bieber,0.653,0.228,0.816,178.086,228827
2017,3,That's What I Like,Bruno Mars,0.853,0.013,0.56,134.066,206693
2017,4,Humble,Kendrick Lamar,0.908,0.000282,0.621,150.011,177000
2017,5,Something Just Like This,The Chainsmokers and Coldplay,0.617,0.0498,0.635,103.019,247160
2017,6,Bad and Boujee,Migos and Lil Uzi Vert,0.926,0.0611,0.666,127.079,343150
2017,7,Closer,The Chainsmokers and Halsey,,,,,
2017,8,Body Like a Back Road,Sam Hunt,0.732,0.447,0.458,98.938,165387
2017,9,Believer,Imagine Dragons,0.776,0.0622,0.78,124.949,204347
2017,10,Congratulations,Post Malone and Quavo,0.63,0.215,0.804,123.146,220293
2018,1,God's Plan,Drake,0.754,0.0332,0.449,77.169,198973
2018,2,Perfect,Ed Sheeran,0.599,0.163,0.448,95.05,263400
2018,3,Meant to Be,Bebe Rexha and Florida Georgia Line,0.643,0.047,0.783,154.084,163870
2018,4,Havana,Camila Cabello and Young Thug,0.765,0.184,0.523,104.988,217307
2018,5,Rockstar,Post Malone and 21 Savage,0.616,0.0459,0.91,144.073,252040
2018,6,Psycho,Post Malone and Ty Dolla Sign,,,,,
2018,7,I Like It,"Cardi B,Bad Bunny and J Balvin",0.816,0.099,0.726,136.048,253390
2018,8,The Middle,"Zedd,Maren Morris and Grey",0.643,0.0371,0.849,162.152,165853
2018,9,In My Feelings,Drake,0.835,0.0589,0.626,91.03,217925
2018,10,Girls Like You,Maroon 5 and Cardi B,,,,,
2019,1,Old Town Road,Lil Nas X and Billy Ray Cyrus,0.878,0.0533,0.619,136.041,157067
2019,2,Sunflower,Post Malone and Swae Lee,0.76,0.556,0.479,89.911,158040
2019,3,Without Me,Halsey,0.908,0.00286,0.669,112.238,290320
2019,4,Bad Guy,Billie Eilish,0.701,0.328,0.425,135.128,194088
2019,5,Wow,Post Malone,0.829,0.137,0.538,99.952,149547
2019,6,Happier,Marshmello and Bastille,0.687,0.191,0.792,100.011,214290
2019,7,7 Rings,Ariana Grande,0.778,0.592,0.317,140.048,178627
2019,8,Talk,Khalid,0.901,0.051,0.4,135.984,197573
2019,9,Sicko Mode,Travis Scott,0.834,0.00513,0.73,155.008,312820
2019,10,Sucker,Jonas Brothers,0.502,0.255,0.786,169.021,243491
2020,1,Blinding Lights,The Weeknd,0.513,0.00147,0.796,171.017,201573
2020,2,Circles,Post Malone,0.695,0.189,0.763,120.042,215280
2020,3,The Box,Roddy Ricch,0.896,0.104,0.586,116.971,196653
2020,4,Don't Start Now,Dua Lipa,0.793,0.0123,0.793,123.95,183290
2020,5,Rockstar,DaBaby and Roddy Ricch,,,,,
2020,6,Adore You,Harry Styles,0.676,0.0237,0.771,99.048,207133
2020,7,Life Is Good,Future and Drake,0.676,0.0706,0.609,142.037,237735
2020,8,Memories,Maroon 5,0.775,0.841,0.327,91.05,189486
2020,9,The Bones,Maren Morris,0.612,0.278,0.57,77.002,197293
2020,10,Someone You Loved,Lewis Capaldi,0.708,0.756,0.416,109.87,179840
